X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
-1.066755655,0.680242923,1.289493046,0.273529147,-0.761377735,-0.239961395,0.011087896,-1.10037964,0.021966635,0.34929996,0.727493282,0.919877481,-2.509650617,0.615779571,0.632014177,-1.089936335,-2.456310539,-1.255728026,-1.474525098,0.366806695,0.533429072,-0.01169803,-2.401398321,-0.286100255,-2.255148349,1.246947543,0.053297233,1.780541957,-2.122445734,1.615239083,0.11035383,0.810884059,-0.814676225,-1.017218285,-0.5236717,0.324862806,0.002126403,-0.127269894,0.780556508,1.478006207,-0.510240651,-0.575508157,-0.190788335,1.809772396,0.13538754,-1.057666036,0.974705767,0,-0.897610642,0.884261772,-0.405813328,NA,-0.392407946,-1.700131497,0.268990547,-0.448111476,-1.27240592,0.001319279,-0.464688274,-0.198536757,2.119559602,-2.278807566,0.216100338,0.871623417,-0.546363708,-0.312763724,-0.807746452,0.801349894,0.673180536,0.152762502,-1.114661337,1.325054766,-1.570789588,1.191571648,0.626984404,-0.400516573,-0.443339693,0.25922463,1.191617231,-0.174317335,-0.611517922,-0.756267438,-0.91997312,-1.135424121,0.240092611,-0.701348233,-0.517598181,-1.302945986,0.374133534,0.836765153,-2.110595334,0.375982108,-0.94123728,-0.852198603,0.401014864,0.15255023,1.11128788,-0.152788697,-0.114396997,0.307451895
-0.673558353,0.184930377,-2.055319924,0.478120018,-0.668715599,1.357133168,0.118729719,0.353750912,-0.10522792,-1.227861043,0.180247838,-0.357545733,-0.474022139,-0.436102758,-0.272078807,-0.035861155,0.618806348,-0.824628998,-0.03578605,0.095304071,0.604224965,0.203004723,-0.193234057,-1.124783997,0.483626498,-1.183405646,-0.664965513,-1.893959594,0.831464067,0.014534807,0.829861567,-1.125946924,-0.114077318,1.275618832,1.660740996,-0.256637704,-0.283798947,-1.176641241,1.436872196,0.10422353,-0.962753076,-0.598083707,-1.30828387,0.807911372,0.55477467,0.744411536,-0.411604212,1,0.72910193,1.641655835,0.056484891,NA,-1.350542773,-0.496716656,0.6011228,0.890094668,-0.620633018,0.946774993,0.815711244,-1.100258255,-0.107672299,0.516146016,0.50109451,0.250577899,0.359808561,-0.982071261,1.758813069,1.697696022,0.039332495,0.01877333,-1.066537697,-0.281643958,0.431071285,-1.230727355,1.213849405,-0.984828636,0.499426471,0.42521839,1.840532501,0.931514346,-0.641191159,-0.905581725,0.364690412,-0.434953044,-0.985118281,0.150584276,0.356869363,0.859738352,-0.902509195,0.69054962,0.403268015,0.80813809,-0.163027442,0.231560122,0.662233157,0.993273671,-0.462683364,0.082697834,-0.666331343,0.159862151
0.89537031,-0.523891296,-0.246878716,0.517129653,1.082846571,0.375538962,1.089480697,0.572045747,1.68059904,0.483793314,-0.159953319,-1.370085162,0.481378261,-1.041617955,-0.955671701,0.295932362,-0.011017573,1.258656811,-0.592139485,2.242681379,-2.023324304,0.024636938,-0.633192382,0.832967135,-0.781287613,-0.862296916,0.966774451,0.627525461,0.031903439,0.566391361,1.205878585,-0.939040456,0.706998264,0.166748283,1.170205237,-0.538190247,0.369946716,-1.059418347,-1.085047784,0.376899713,-0.966314564,-0.74195517,-0.740140148,0.018944984,-0.266297135,-1.584303993,0.572092849,1,1.55218504,2.37754245,-1.402319995,NA,-1.230792241,-0.152217041,0.551825569,1.926907119,1.085823691,0.69531098,-0.055793045,-0.348035744,-0.311312415,-0.060978009,-1.357014926,-1.291471492,-0.174292681,0.937626539,-1.245507839,-0.170861277,-0.20303692,0.64144338,-0.353371741,-0.249680084,0.595616664,-1.52227574,-0.508446454,-0.813988393,-0.150901461,-0.136580273,-0.015355835,0.494017899,-0.500995476,-0.579491306,0.92495126,0.003246814,0.15160535,-0.23532126,-1.012270873,0.248212962,-0.368204136,-0.33352149,0.296572594,-0.089388681,-0.206050657,-1.088186496,0.003702107,0.975606239,-0.850937483,1.645352282,0.061690736,-2.249527213
0.37097812,-0.370023788,-0.562235889,2.213967556,1.622064331,0.725783707,-1.195682364,-0.05772304,-0.632343129,2.072071002,0.206444504,-0.666758425,-1.338276526,-1.059325551,0.450331594,0.279679129,0.96134017,0.615856465,-0.03344048,1.305261431,-1.436057979,0.0553655,1.92175626,0.475305428,1.266194042,-1.858567349,2.167097032,0.202281875,0.282785743,0.675211372,0.710026099,-2.021723649,-1.251347148,0.312326663,2.785084861,1.605140712,1.471839053,-1.222152377,0.162144576,0.611611745,-1.218750093,-1.719884864,2.027038375,-0.263415596,-0.786403846,1.989868674,-0.097330616,1,0.210193036,0.501854268,0.464174423,1.871051464,-0.617842358,-0.082263862,0.73545603,-0.272561967,0.549697145,-0.019516321,0.872829234,-0.634564523,-0.624275125,1.019090773,0.780424325,0.013854332,0.378514881,-1.257097766,-0.025324735,-0.241672799,1.378245441,0.496493713,0.333118411,0.328273299,-1.040873528,0.270434097,-0.06898487,0.579875762,-1.372004818,0.776472815,-0.84928553,0.808708057,1.141694677,-0.466345695,0.953106976,-1.533977897,1.389006697,0.120063575,0.104313633,0.565609462,-0.983604162,0.152902547,2.293548806,-0.652631221,1.993749008,-0.379651482,0.50464424,-1.022830483,2.313811037,1.34132688,-1.504484462,-0.224704423
0.817197915,0.388522056,-0.445442361,0.730549858,0.492810553,0.21640732,-0.358845507,-0.549908097,1.837759987,2.017894063,-0.445231791,-1.111643908,-0.220316756,0.149865008,1.036995049,1.583906309,1.048490039,-1.323493225,-1.140307153,-0.062560716,0.720360054,-1.727427812,0.548326097,0.225565641,0.132665497,-0.502696708,-0.075926516,1.858852294,0.783541494,-0.701907586,-0.916150456,0.124684435,0.51016667,-1.438274011,0.909493553,-0.289885094,-1.12765939,-0.376579653,0.913912696,-0.673833908,0.070154308,-0.02787818,-0.524257327,0.147135546,-1.54753836,-1.453704209,-0.523502305,0,-0.116801103,-0.145271978,0.098450998,0.679521567,-1.506444699,1.587962995,-0.573482041,-0.519683824,1.070816342,-0.645438169,-0.14684485,1.369921956,-0.189723004,0.748103821,0.599071359,-0.935730905,-1.102946377,-1.674404239,0.988656023,-1.06581915,0.622755975,-0.523232997,0.167298044,1.625233864,2.701078912,-0.288480827,-0.011011607,0.736420718,2.125538436,1.533955056,1.527956196,1.559030394,0.854280792,-1.15683437,0.200232783,0.21623652,1.173425671,0.238795158,-0.188758156,-0.108080406,-1.25803667,-0.721829653,-1.206940622,-0.046988889,-1.056498636,0.925680192,0.976732394,-0.310778429,0.710847238,-0.877328382,-0.634891989,0.468408911
-0.756214891,0.4568252,-0.19133057,0.734789381,-0.930919346,-0.494440369,1.552612116,1.503130275,0.345753206,-1.030855865,-0.793099918,0.471669304,-0.603906259,0.374643864,-0.294952219,-0.406402992,0.543255671,-2.070185777,1.325900799,1.886968257,-2.070409312,-0.663895994,-1.52417413,-0.32938835,0.406880403,0.588739206,1.467522776,-0.002599946,-0.53863354,0.734023147,-0.339455624,0.011653877,-0.039312836,0.580856257,-0.821526517,1.20995926,-1.457968714,-0.017764133,-0.863970165,0.555049844,-1.312550952,-0.063335653,0.067885771,1.249956312,-0.428596621,-0.664252419,-0.612269519,1,0.115371116,1.33175034,0.271289002,NA,0.789550504,-0.078269631,-1.296382747,-2.061802898,-1.585105039,-0.388327173,-1.879745038,-0.045518337,0.238400447,0.51500207,-0.187019605,-0.172271219,-0.66263868,-0.059127026,0.138636616,-1.088333906,1.020676985,0.723807663,0.199895899,-0.096562411,-1.117977688,-0.578756006,0.030072768,-0.993408725,0.583565926,1.346014144,0.465758013,-0.261267396,0.096329994,0.018255844,1.653452073,-0.11546447,0.844812358,1.915639318,-0.517341524,-2.346099234,0.650068566,0.494951848,-0.443026747,-0.991150889,1.680317318,0.596138944,-0.403584191,-0.444456427,-0.761332021,0.917882674,-0.420705042,-0.218614313
0.594768476,1.240719307,-0.364294353,-1.691634784,0.641659423,0.201711459,0.791970037,-0.276091091,0.620428617,-0.774812084,0.468336761,-0.519903331,1.629924289,-0.050592957,1.882430856,1.247521863,0.507064618,1.453121538,1.450854767,2.524664947,1.092419813,1.620641159,0.704721388,1.891524023,-1.637812295,0.485248266,1.384937891,-1.484300935,1.093783081,0.939238247,-0.003487283,0.732262685,-1.041807539,1.1332332,-0.907457826,0.173292027,0.379576231,0.274641816,-0.727717294,0.871171739,-0.847441424,-0.195297758,-1.123441218,-0.659008894,0.005012586,-0.150046302,-0.105626897,1,0.189854602,-1.162747215,0.513812469,NA,1.761140127,-0.073564261,3.039790505,-0.860558914,1.745347602,0.762763554,1.313198906,-0.222810383,0.145822438,0.414648465,-0.929322872,0.634618761,-0.074192962,-0.68922836,1.801027238,-0.247970642,-0.554291614,0.493711529,0.909108966,-0.753651617,-0.646547133,0.058513626,0.545120776,-0.970310718,0.302481181,-2.10871012,0.475555155,0.383630549,0.400179059,0.293188104,-0.512469453,-1.749643788,-0.071862464,0.714509898,-1.533779511,-0.758515804,-0.122620703,-0.725128077,-0.94984066,0.600680741,1.48218344,-0.184822736,0.165059658,1.607084106,-0.606633429,-0.506155128,1.091638394,-0.607480081
0.506112141,1.137507636,-2.040189314,-0.085993777,1.217629288,-0.139533291,0.359819166,-0.548710919,1.343720665,0.108925207,-0.150091893,-0.054146728,0.066888667,-0.588085037,2.671576868,1.593862695,-0.746796325,-1.32664758,0.815593951,-0.925710928,0.064256581,1.032742572,1.094775095,-1.924651308,1.311881828,-0.050508987,0.457520535,-0.184457448,-0.312296963,0.812332431,-1.409328613,0.974890869,-0.613633122,0.474970987,-1.095723973,1.694317824,-1.063518561,-1.416468549,0.606928044,0.751987493,0.054568153,0.081008875,0.334046618,1.156768065,-0.195967115,0.028383607,-1.381071881,0,-0.563048673,0.217858778,0.463787831,-1.008647727,-0.925511722,-1.480511386,1.30924824,2.063795339,0.863497315,-0.152182378,-0.169875197,-1.748374194,2.972442083,-2.436256352,-1.379978856,-0.621473439,0.401930446,2.343491312,-2.332758147,1.903571242,-0.445686444,1.520863904,0.010716796,0.646312883,-0.538392307,1.234160688,0.722785111,-0.848156581,-0.921014311,-0.068765337,-2.007571233,1.237749798,-0.246303732,-0.714301733,-0.145569262,-0.498407404,-0.095205189,-2.230459896,-1.298855497,-2.611494361,-1.394515496,2.076548306,-1.649059565,-2.405507335,0.260499764,1.043542237,-0.354063691,-0.107583094,-0.278821408,0.123794344,0.671068203,-0.067088191
0.447056515,0.920005523,0.256599468,1.253025475,0.057452436,-2.878252609,0.780343898,0.045189064,0.119271788,0.658211762,-0.799581393,-0.911950836,0.828240845,-0.64517599,-0.364568028,0.128468166,-0.445734221,-0.180787407,0.164141643,0.887024529,0.81531823,0.297194432,-0.659701007,0.665343362,1.845484647,1.354939208,-0.720559858,-1.50835946,0.708162131,1.300629023,0.508097909,-0.999018318,1.413854955,0.853659202,-0.365067174,-1.252879344,-1.12085501,1.222895031,-1.307847316,1.19837308,-0.901822532,1.526611859,-0.087186413,0.227227521,0.293082377,1.07278555,-0.129171823,0,0.645942347,-1.406455592,0.924952441,-0.282532799,0.521646557,0.93629242,-1.140218193,-1.623583383,-0.175371349,0.214376048,-0.531347645,1.525551055,0.506717319,-0.368779624,-0.026849929,0.339151503,1.425083346,-1.784382373,-0.073151125,1.168352712,-0.39694631,-1.488479474,0.783435953,-0.59301521,-0.788814862,0.711649262,-0.005402056,-0.347706191,0.020512531,-0.567503628,0.203472978,-0.13384933,0.011394988,0.895238294,0.104341247,1.301058644,0.068450972,1.472921777,-0.208890572,-0.321688959,-0.352163645,-0.217979348,-0.029224306,0.408564245,0.949462112,0.584898464,1.005150134,-0.147778507,-1.42983769,1.299801135,-1.851977571,0.162291099
-0.050074035,-0.04118823,-1.331365165,0.786059745,-1.595374798,-1.367014106,-0.945744067,0.5015989,0.289382277,0.099688005,1.448853892,-0.238042123,1.382898092,1.147246686,-0.111106686,-1.171769747,-0.458011806,0.362552698,0.357316053,-0.355967508,0.230095627,-0.988758163,0.231002498,0.016130223,2.860602957,-0.114263232,-0.650902415,1.179322052,1.649063297,-0.227457098,0.036791437,0.427944476,1.068384676,-0.00600608,0.800369396,-0.688656174,3.039833395,-0.167739651,-0.597783988,-0.189257863,0.751755254,0.378118301,-0.608205315,-0.885723909,0.562513605,-2.287425354,0.224610617,0,-0.050889378,0.179568686,-1.182699637,NA,-0.438326382,-0.368642971,-0.008905638,-0.200588745,-0.523474487,-0.585104046,0.867349555,-0.936648978,-1.202068974,-1.166629294,-2.225776299,0.021620825,-1.18672037,0.616042738,-0.363982739,-0.011272174,-0.275715312,0.391219544,-0.477071063,-0.223597256,-1.048663185,-0.934102173,0.08534711,-0.318979677,-1.048968882,-1.174287998,1.013264531,1.02206557,0.179850065,-0.288012758,0.056689788,-2.196764379,0.228815172,-1.070307839,-0.221545688,-1.647809442,0.104581666,-2.070862472,-1.415403887,-0.489177607,-0.952088671,0.956861294,0.437486385,2.122467939,1.095297769,-0.771441791,0.925405209,-2.709789103
